pMines1,p0,p1,i,j,deg,inh,degTRUE,degFALSE,,inhTRUE,inhFALSE,,Not Given,sum
3.22E-06,7.31E-07,0.99912935,DB00381,DB00261,2.80E-09,0.999126133,0,0,,0,0,,0,0
4.70E-05,7.81E-08,0.99917233,DB00623,DB00492,3.89E-08,0.999125369,0,0,,0,0,,0,0
8.74E-07,9.01E-08,0.99912244,DB01047,DB00450,7.67E-10,0.999121567,0,0,,0,0,,0,0
0.000168674,0.000312327,0.99928904,DB01590,DB01224,1.20E-07,0.999120486,0,0,,0,0,,0,0
8.96E-05,4.13E-07,0.9992047,DB01367,DB01030,7.13E-08,0.999115171,0,0,,0,0,,0,0
5.17E-10,1.31E-08,0.999111,DB00850,DB00389,4.60E-13,0.999110999,0,0,,0,0,,0,0
1.89E-05,2.73E-06,0.9991273,DB01267,DB00742,1.65E-08,0.999108416,0,0,,0,0,,0,0
2.78E-13,5.31E-11,0.99910456,DB04844,DB00389,2.49E-16,0.99910456,0,0,,0,0,,0,0
1.60E-06,5.91E-07,0.99910563,DB00889,DB00470,1.43E-09,0.999104031,0,0,,0,0,,0,0
8.13E-07,6.37E-08,0.999097,DB01364,DB00679,7.34E-10,0.999096188,0,0,,0,0,,0,0
3.03E-06,1.44E-06,0.9990952,DB01100,DB00234,2.74E-09,0.999092173,0,0,,0,0,,0,0
6.21E-07,1.31E-09,0.9990908,DB01069,DB00528,5.65E-10,0.99909018,0,0,,0,0,,0,0
2.97E-05,9.80E-06,0.9991161,DB01267,DB00709,2.63E-08,0.999086426,0,0,,0,0,,0,0
5.67E-07,7.14E-07,0.99908614,DB00783,DB00389,5.18E-10,0.999085574,0,0,,0,0,,0,0
7.74E-07,2.44E-07,0.99908507,DB06288,DB00529,7.08E-10,0.999084297,0,0,,0,0,,0,0
1.63E-05,2.57E-06,0.9991002,DB01244,DB00497,1.47E-08,0.999083915,0,0,,0,0,,0,0
1.47E-06,7.64E-07,0.9990846,DB00599,DB00529,1.35E-09,0.999083131,0,0,,0,0,,0,0
0.000280611,2.24E-06,0.99936205,DB01267,DB00542,1.79E-07,0.999081618,0,0,,0,0,,0,0
3.26E-07,1.19E-06,0.9990809,DB00819,DB00737,3.00E-10,0.999080574,0,0,,0,0,,0,0
9.05E-07,6.87E-08,0.9990784,DB00935,DB00831,8.34E-10,0.999077496,0,0,,0,0,,0,0
2.74E-07,8.84E-07,0.9990742,DB01054,DB00621,2.54E-10,0.999073926,0,0,,0,0,,0,0
2.29E-06,2.88E-07,0.9990753,DB06288,DB01273,2.12E-09,0.999073012,0,0,,0,0,,0,0
3.19E-05,4.74E-09,0.99909794,DB01013,DB00542,2.88E-08,0.999066069,0,0,,0,0,,0,0
2.41E-06,6.72E-10,0.9990682,DB02703,DB00983,2.25E-09,0.999065792,0,0,,0,0,,0,0
5.87E-07,8.06E-07,0.99906296,DB00261,DB00241,5.50E-10,0.999062374,0,0,,0,0,,0,0
1.17E-06,5.95E-08,0.9990627,DB00494,DB00389,1.10E-09,0.999061531,0,0,,0,0,,0,0
3.27E-07,3.64E-06,0.9990557,DB05266,DB01182,3.09E-10,0.999055373,0,0,,0,0,,0,0
1.41E-06,2.43E-08,0.9990539,DB01364,DB00656,1.33E-09,0.999052491,0,0,,0,0,,0,0
9.72E-05,2.87E-06,0.99914527,DB00967,DB00819,8.31E-08,0.999048153,0,0,,0,0,,0,0
1.39E-06,4.84E-07,0.9990495,DB01100,DB00305,1.32E-09,0.999048111,0,0,,0,0,,0,0
0.000305945,1.33E-06,0.9993537,DB00889,DB00494,1.98E-07,0.999047953,0,0,,0,0,,0,0
8.90E-08,1.50E-06,0.99904686,DB01019,DB00819,8.48E-11,0.999046771,0,0,,0,0,,0,0
5.32E-10,2.45E-09,0.9990392,DB01273,DB00621,5.11E-13,0.999039199,0,0,,0,0,,0,0
1.68E-07,7.22E-10,0.9990392,DB02703,DB01202,1.61E-10,0.999039032,0,0,,0,0,,0,0
5.25E-06,7.80E-07,0.9990408,DB00935,DB00433,5.04E-09,0.999035555,0,0,,0,0,,0,0
2.01E-10,1.63E-08,0.99903536,DB01364,DB01182,1.94E-13,0.99903536,0,0,,0,0,,0,0
6.21E-05,1.79E-05,0.9990957,DB00968,DB00709,5.62E-08,0.999033656,0,0,,0,0,,0,0
1.07E-06,2.99E-09,0.9990337,DB00831,DB00381,1.03E-09,0.999032631,0,0,,0,0,,0,0
0.000105999,1.73E-08,0.9991339,DB02703,DB00273,9.18E-08,0.999027993,0,0,,0,0,,0,0
6.89E-08,1.59E-07,0.99902725,DB00802,DB00556,6.70E-11,0.999027181,0,0,,0,0,,0,0
5.32E-05,1.03E-06,0.9990802,DB06288,DB00261,4.89E-08,0.999027049,0,0,,0,0,,0,0
8.31E-08,1.65E-07,0.9990269,DB01589,DB00915,8.09E-11,0.999026817,0,0,,0,0,,0,0
1.18E-06,1.81E-06,0.99902725,DB00921,DB00862,1.15E-09,0.999026071,0,0,,0,0,,0,0
1.55E-06,1.03E-06,0.9990274,DB00557,DB00542,1.51E-09,0.999025852,0,0,,0,0,,0,0
3.03E-08,6.59E-08,0.9990214,DB02703,DB01042,2.97E-11,0.99902137,0,0,,0,0,,0,0
2.17E-06,5.25E-08,0.9990233,DB00492,DB00427,2.12E-09,0.999021132,0,0,,0,0,,0,0
1.73E-08,1.42E-08,0.9990188,DB01273,DB00542,1.70E-11,0.999018783,0,0,,0,0,,0,0
3.90E-06,1.80E-07,0.99902236,DB01364,DB00363,3.81E-09,0.999018464,0,0,,0,0,,0,0
2.90E-09,5.67E-08,0.9990127,DB01184,DB00961,2.86E-12,0.999012697,0,0,,0,0,,0,0
5.79E-08,6.64E-07,0.99901223,DB00850,DB00529,5.72E-11,0.999012172,0,0,,0,0,,0,0
1.01E-09,3.61E-08,0.99901164,DB00961,DB00889,9.98E-13,0.999011639,0,0,,0,0,,0,0
7.83E-06,4.03E-06,0.9990114,DB01267,DB00973,7.74E-09,0.999003578,0,0,,0,0,,0,0
5.69E-07,1.03E-06,0.9990037,DB00889,DB00433,5.67E-10,0.999003132,0,0,,0,0,,0,0
3.53E-07,1.07E-05,0.9989998,DB01623,DB00687,3.53E-10,0.998999447,0,0,,0,0,,0,0
5.09E-07,6.12E-07,0.9989998,DB00968,DB00389,5.09E-10,0.998999292,0,0,,0,0,,0,0
4.31E-09,2.43E-08,0.9989987,DB00389,DB00261,4.32E-12,0.998998696,0,0,,0,0,,0,0
2.44E-06,1.16E-07,0.99899584,DB00819,DB00543,2.45E-09,0.998993402,0,0,,0,0,,0,0
3.18E-06,8.05E-06,0.9989943,DB00909,DB00261,3.20E-09,0.998991123,0,0,,0,0,,0,0
3.25E-06,5.09E-06,0.9989907,DB01100,DB00163,3.28E-09,0.998987453,0,0,,0,0,,0,0
4.33E-08,4.63E-07,0.99898726,DB01100,DB00550,4.39E-11,0.998987217,0,0,,0,0,,0,0
1.82E-07,1.27E-06,0.9989858,DB01184,DB00292,1.85E-10,0.998985618,0,0,,0,0,,0,0
1.31E-05,2.66E-06,0.99899715,DB00862,DB00470,1.31E-08,0.998984063,0,0,,0,0,,0,0
1.73E-05,2.91E-09,0.99900013,DB02703,DB01240,1.73E-08,0.998982847,0,0,,0,0,,0,0
0.000212646,1.15E-06,0.99919325,DB01367,DB00523,1.72E-07,0.998980776,0,0,,0,0,,0,0
1.97E-08,9.89E-08,0.99897987,DB01184,DB00423,2.01E-11,0.99897985,0,0,,0,0,,0,0
0.000568829,1.35E-06,0.999548,DB01184,DB00391,2.57E-07,0.998979428,0,0,,0,0,,0,0
0.000123043,9.01E-09,0.99910057,DB02665,DB00512,1.11E-07,0.998977638,0,0,,0,0,,0,0
5.69E-05,2.45E-07,0.9990343,DB01184,DB00524,5.49E-08,0.998977455,0,0,,0,0,,0,0
1.33E-07,1.48E-08,0.9989761,DB01239,DB00381,1.36E-10,0.998975967,0,0,,0,0,,0,0
1.33E-05,1.19E-07,0.9989875,DB01240,DB00450,1.35E-08,0.998974213,0,0,,0,0,,0,0
1.82E-05,1.14E-05,0.99898964,DB01054,DB00819,1.84E-08,0.998971458,0,0,,0,0,,0,0
1.98E-06,2.51E-08,0.9989718,DB01244,DB00623,2.04E-09,0.998969822,0,0,,0,0,,0,0
3.83E-08,6.44E-08,0.9989655,DB01236,DB00512,3.96E-11,0.998965462,0,0,,0,0,,0,0
4.53E-05,2.22E-08,0.9990094,DB02703,DB00816,4.49E-08,0.998964145,0,0,,0,0,,0,0
4.48E-07,1.72E-07,0.9989612,DB01002,DB00389,4.65E-10,0.998960752,0,0,,0,0,,0,0
5.48E-05,1.28E-06,0.9990119,DB00819,DB00434,5.41E-08,0.998957154,0,0,,0,0,,0,0
1.96E-06,2.59E-07,0.9989588,DB01608,DB00802,2.04E-09,0.998956842,0,0,,0,0,,0,0
7.65E-08,7.10E-07,0.99895656,DB00889,DB00292,7.98E-11,0.998956484,0,0,,0,0,,0,0
6.20E-07,3.26E-07,0.9989542,DB00820,DB00413,6.48E-10,0.998953581,0,0,,0,0,,0,0
0.000340086,1.42E-07,0.99927956,DB00844,DB00621,2.45E-07,0.998939719,0,0,,0,0,,0,0
1.26E-05,2.32E-06,0.99895096,DB00909,DB00524,1.32E-08,0.998938373,0,0,,0,0,,0,0
8.84E-09,3.32E-07,0.99893755,DB01273,DB00261,9.39E-12,0.998937541,0,0,,0,0,,0,0
2.26E-06,1.06E-06,0.99893934,DB01100,DB00806,2.40E-09,0.998937082,0,0,,0,0,,0,0
0.000566862,9.33E-07,0.9995036,DB01267,DB01032,2.81E-07,0.998937019,0,0,,0,0,,0,0
1.28E-05,5.65E-07,0.9989409,DB01019,DB00391,1.36E-08,0.998928114,0,0,,0,0,,0,0
2.35E-06,5.24E-07,0.99893004,DB00889,DB00492,2.51E-09,0.998927693,0,0,,0,0,,0,0
5.01E-07,1.42E-09,0.99892765,DB02703,DB00437,5.37E-10,0.99892715,0,0,,0,0,,0,0
2.45E-05,1.57E-06,0.9989335,DB00967,DB00687,2.61E-08,0.998909026,0,0,,0,0,,0,0
7.23E-08,6.54E-10,0.9989083,DB01013,DB00275,7.89E-11,0.998908228,0,0,,0,0,,0,0
8.91E-05,2.65E-10,0.9989894,DB02703,DB00611,9.00E-08,0.99890039,0,0,,0,0,,0,0
1.86E-06,3.64E-06,0.9988949,DB01608,DB01236,2.06E-09,0.998893042,0,0,,0,0,,0,0
1.58E-07,2.69E-08,0.9988875,DB06701,DB00450,1.76E-10,0.998887342,0,0,,0,0,,0,0
1.14E-06,1.04E-06,0.9988882,DB00427,DB00261,1.27E-09,0.998887061,0,0,,0,0,,0,0
2.01E-07,2.86E-09,0.9988865,DB02703,DB00230,2.24E-10,0.998886299,0,0,,0,0,,0,0
5.20E-06,6.13E-06,0.9988913,DB01054,DB00697,5.77E-09,0.998886106,0,0,,0,0,,0,0
2.30E-06,2.15E-06,0.9988832,DB01100,DB01054,2.57E-09,0.998880903,0,0,,0,0,,0,0
1.05E-07,9.96E-07,0.99887675,DB00889,DB00377,1.18E-10,0.998876645,0,0,,0,0,,0,0
0.000116754,0.000215739,0.99899215,DB01182,DB01168,1.18E-07,0.998875514,0,0,,0,0,,0,0
1.91E-05,5.35E-07,0.99888915,DB00391,DB00389,2.12E-08,0.998870071,0,0,,0,0,,0,0
0.000757414,1.60E-06,0.9996264,DB01195,DB00391,2.83E-07,0.998869269,0,0,,0,0,,0,0
0.000118368,2.54E-07,0.99898595,DB00450,DB00255,1.20E-07,0.998867702,0,0,,0,0,,0,0
0.000144641,1.88E-05,0.9990113,DB06262,DB01184,1.43E-07,0.998866802,0,0,,0,0,,0,0
0.000134243,2.68E-06,0.9990004,DB01367,DB00539,1.34E-07,0.998866291,0,0,,0,0,,0,0
3.67E-06,3.54E-09,0.99886394,DB01032,DB00450,4.17E-09,0.998860274,0,0,,0,0,,0,0
2.17E-05,8.53E-07,0.9988807,DB01367,DB00202,2.43E-08,0.998859024,0,0,,0,0,,0,0
1.22E-09,4.92E-09,0.99885714,DB00690,DB00389,1.39E-12,0.998857139,0,0,,0,0,,0,0
1.07E-06,8.87E-07,0.9988581,DB00935,DB00909,1.22E-09,0.998857031,0,0,,0,0,,0,0
0.000570577,9.88E-07,0.9994261,DB00844,DB00796,3.27E-07,0.99885585,0,0,,0,0,,0,0
0.000393837,9.22E-08,0.9992398,DB02665,DB01182,2.99E-07,0.998846262,0,0,,0,0,,0,0
0.000107625,2.14E-05,0.99895096,DB01590,DB00742,1.13E-07,0.998843448,0,0,,0,0,,0,0
1.55E-07,1.06E-07,0.9988432,DB00889,DB00690,1.79E-10,0.998843045,0,0,,0,0,,0,0
4.72E-07,1.03E-06,0.99884194,DB01192,DB00889,5.47E-10,0.998841469,0,0,,0,0,,0,0
1.22E-06,9.50E-07,0.9988418,DB00819,DB00423,1.41E-09,0.998840581,0,0,,0,0,,0,0
1.42E-06,2.28E-06,0.9988385,DB01244,DB00708,1.65E-09,0.998837082,0,0,,0,0,,0,0
2.05E-07,2.70E-06,0.9988341,DB01184,DB00973,2.39E-10,0.998833895,0,0,,0,0,,0,0
7.07E-08,7.91E-10,0.99883324,DB02703,DB00953,8.25E-11,0.998833169,0,0,,0,0,,0,0
0.000664798,2.01E-06,0.99949586,DB00889,DB00391,3.35E-07,0.998831397,0,0,,0,0,,0,0
8.55E-06,9.87E-07,0.9988336,DB01054,DB00802,9.97E-09,0.99882506,0,0,,0,0,,0,0
5.57E-05,2.98E-06,0.99887437,DB00889,DB00599,6.27E-08,0.998818733,0,0,,0,0,,0,0
1.01E-05,9.23E-06,0.9988269,DB00599,DB00550,1.18E-08,0.998816812,0,0,,0,0,,0,0
1.55E-05,1.51E-06,0.9988294,DB00968,DB00915,1.81E-08,0.998813918,0,0,,0,0,,0,0
4.51E-07,1.55E-06,0.998811,DB00543,DB00202,5.36E-10,0.99881055,0,0,,0,0,,0,0
1.07E-06,8.87E-07,0.9988103,DB01100,DB00820,1.27E-09,0.998809231,0,0,,0,0,,0,0
3.59E-06,6.77E-05,0.99880576,DB01019,DB00968,4.29E-09,0.998802174,0,0,,0,0,,0,0
2.14E-06,5.43E-07,0.9988024,DB00557,DB00524,2.56E-09,0.998800263,0,0,,0,0,,0,0
3.77E-06,1.48E-05,0.9988028,DB01623,DB00524,4.51E-09,0.998799035,0,0,,0,0,,0,0
0.00014225,2.25E-07,0.9989404,DB00966,DB00494,1.51E-07,0.998798301,0,0,,0,0,,0,0
0.000318575,3.22E-07,0.9991142,DB00611,DB00512,2.82E-07,0.998795907,0,0,,0,0,,0,0
3.12E-07,1.04E-07,0.9987949,DB02703,DB00424,3.76E-10,0.998794588,0,0,,0,0,,0,0
1.64E-08,3.51E-08,0.9987943,DB01239,DB00862,1.98E-11,0.998794284,0,0,,0,0,,0,0
7.80E-06,4.81E-08,0.99879587,DB00935,DB00697,9.39E-09,0.998788079,0,0,,0,0,,0,0
1.43E-05,4.30E-07,0.9988023,DB00524,DB00427,1.71E-08,0.998788017,0,0,,0,0,,0,0
2.03E-06,3.41E-06,0.99878746,DB01224,DB00235,2.46E-09,0.998785432,0,0,,0,0,,0,0
8.56E-10,1.58E-09,0.99878067,DB00966,DB00529,1.04E-12,0.998780669,0,0,,0,0,,0,0
1.37E-07,4.46E-08,0.9987802,DB01367,DB00389,1.67E-10,0.998780063,0,0,,0,0,,0,0
7.07E-07,7.34E-09,0.99877876,DB00935,DB00450,8.63E-10,0.998778054,0,0,,0,0,,0,0
2.07E-06,3.21E-08,0.99877936,DB00915,DB00524,2.53E-09,0.998777293,0,0,,0,0,,0,0
2.43E-06,6.10E-09,0.9987772,DB02703,DB00384,2.97E-09,0.998774773,0,0,,0,0,,0,0
3.03E-07,1.14E-07,0.99877423,DB01708,DB00687,3.71E-10,0.998773927,0,0,,0,0,,0,0
0.000367594,1.79E-05,0.99913836,DB01238,DB01019,3.17E-07,0.998771083,0,0,,0,0,,0,0
1.47E-06,5.66E-07,0.99877065,DB01224,DB00528,1.81E-09,0.998769182,0,0,,0,0,,0,0
7.05E-07,8.85E-08,0.9987696,DB01240,DB00389,8.67E-10,0.998768896,0,0,,0,0,,0,0
3.97E-07,6.87E-08,0.9987685,DB00687,DB00450,4.89E-10,0.998768103,0,0,,0,0,,0,0
0.000246732,4.53E-05,0.9990126,DB00439,DB00391,2.44E-07,0.998766112,0,0,,0,0,,0,0
0.000305625,4.70E-07,0.9990677,DB01013,DB00679,2.85E-07,0.99876236,0,0,,0,0,,0,0
3.50E-11,1.26E-09,0.998755,DB00413,DB00389,4.36E-14,0.998755,0,0,,0,0,,0,0
2.17E-06,1.85E-06,0.99875534,DB05266,DB01224,2.70E-09,0.998753173,0,0,,0,0,,0,0
8.00E-08,2.25E-08,0.99875164,DB00966,DB00921,9.99E-11,0.99875156,0,0,,0,0,,0,0
8.55E-05,1.20E-06,0.9988366,DB00389,DB00363,9.95E-08,0.998751199,0,0,,0,0,,0,0
2.54E-06,2.94E-05,0.9987484,DB01623,DB00819,3.18E-09,0.998745863,0,0,,0,0,,0,0
1.07E-06,1.50E-06,0.99874264,DB00819,DB00529,1.35E-09,0.998741571,0,0,,0,0,,0,0
3.90E-07,4.02E-07,0.99874157,DB01019,DB00524,4.91E-10,0.99874118,0,0,,0,0,,0,0
6.01E-07,3.90E-09,0.9987404,DB02703,DB00887,7.57E-10,0.9987398,0,0,,0,0,,0,0
8.72E-08,2.13E-08,0.9987369,DB00889,DB00621,1.10E-10,0.998736813,0,0,,0,0,,0,0
2.89E-07,3.25E-05,0.9987311,DB01224,DB01019,3.67E-10,0.998730811,0,0,,0,0,,0,0
1.02E-07,3.76E-08,0.9987305,DB05266,DB01069,1.29E-10,0.998730398,0,0,,0,0,,0,0
1.09E-08,3.60E-08,0.99872714,DB01273,DB00492,1.39E-11,0.998727129,0,0,,0,0,,0,0
1.54E-08,3.59E-08,0.998722,DB00437,DB00389,1.97E-11,0.998721985,0,0,,0,0,,0,0
1.23E-10,1.47E-08,0.9987219,DB00575,DB00389,1.57E-13,0.9987219,0,0,,0,0,,0,0
1.82E-10,4.26E-10,0.99872106,DB00966,DB00915,2.33E-13,0.99872106,0,0,,0,0,,0,0
4.48E-05,9.36E-06,0.9987632,DB01184,DB00647,5.54E-08,0.998718455,0,0,,0,0,,0,0
0.000689291,5.28E-06,0.9994019,DB00973,DB00391,4.12E-07,0.998713021,0,0,,0,0,,0,0
3.13E-10,3.72E-09,0.9987122,DB01202,DB00389,4.03E-13,0.9987122,0,0,,0,0,,0,0
0.000222232,9.27E-06,0.99893385,DB00967,DB00261,2.37E-07,0.998711855,0,0,,0,0,,0,0
1.33E-07,3.29E-07,0.9987092,DB01100,DB00883,1.72E-10,0.998709067,0,0,,0,0,,0,0
0.000705601,1.13E-05,0.99941087,DB01182,DB00494,4.16E-07,0.998705685,0,0,,0,0,,0,0
2.67E-07,4.45E-06,0.99870217,DB00889,DB00425,3.47E-10,0.998701903,0,0,,0,0,,0,0
6.95E-06,7.56E-06,0.9987061,DB01380,DB01182,8.99E-09,0.998699159,0,0,,0,0,,0,0
1.85E-07,2.46E-07,0.99869555,DB01273,DB00819,2.41E-10,0.998695365,0,0,,0,0,,0,0
2.63E-06,3.99E-06,0.998696,DB00819,DB00292,3.43E-09,0.998693373,0,0,,0,0,,0,0
0.000856,2.73E-05,0.99954814,DB01590,DB00844,3.87E-07,0.998692527,0,0,,0,0,,0,0
4.66E-05,3.84E-06,0.998733,DB01267,DB01244,5.90E-08,0.998686459,0,0,,0,0,,0,0
2.65E-06,1.85E-07,0.9986873,DB00819,DB00528,3.48E-09,0.998684653,0,0,,0,0,,0,0
4.13E-06,1.72E-08,0.9986865,DB00623,DB00381,5.42E-09,0.998682375,0,0,,0,0,,0,0
1.22E-06,9.80E-09,0.998678,DB02703,DB00695,1.61E-09,0.998676782,0,0,,0,0,,0,0
1.07E-05,2.04E-05,0.99868304,DB00862,DB00708,1.41E-08,0.998672354,0,0,,0,0,,0,0
3.38E-05,8.48E-06,0.99870205,DB01590,DB00687,4.39E-08,0.998668294,0,0,,0,0,,0,0
0.000318413,4.15E-07,0.99898356,DB01155,DB00413,3.24E-07,0.998665471,0,0,,0,0,,0,0
1.77E-08,9.52E-10,0.99866545,DB02703,DB00374,2.36E-11,0.998665432,0,0,,0,0,,0,0
2.85E-05,7.92E-07,0.99869317,DB00413,DB00388,3.72E-08,0.998664707,0,0,,0,0,,0,0
4.26E-05,2.80E-05,0.9987072,DB01236,DB00178,5.51E-08,0.998664655,0,0,,0,0,,0,0
0.000209605,8.58E-08,0.9988727,DB00935,DB00524,2.36E-07,0.998663331,0,0,,0,0,,0,0
2.64E-05,1.51E-07,0.998689,DB00935,DB00819,3.46E-08,0.998662635,0,0,,0,0,,0,0
6.60E-07,3.67E-07,0.9986552,DB00819,DB00427,8.88E-10,0.998654541,0,0,,0,0,,0,0
8.97E-09,3.56E-08,0.998654,DB00497,DB00389,1.21E-11,0.998653991,0,0,,0,0,,0,0
4.02E-05,1.41E-07,0.99868983,DB00524,DB00241,5.27E-08,0.998649683,0,0,,0,0,,0,0
6.28E-08,1.24E-07,0.9986444,DB00820,DB00621,8.51E-11,0.998644337,0,0,,0,0,,0,0
6.39E-05,0.000109623,0.99870706,DB01182,DB00481,8.26E-08,0.998643243,0,0,,0,0,,0,0
0.000752737,2.30E-06,0.9993919,DB01380,DB00844,4.58E-07,0.998639621,0,0,,0,0,,0,0
1.73E-09,2.79E-08,0.99863905,DB01192,DB00389,2.35E-12,0.998639048,0,0,,0,0,,0,0
8.54E-10,3.80E-08,0.99863845,DB01273,DB00450,1.16E-12,0.998638449,0,0,,0,0,,0,0
0.000199998,5.79E-06,0.99883777,DB01184,DB00599,2.32E-07,0.998638004,0,0,,0,0,,0,0
1.92E-06,1.00E-07,0.99863976,DB01081,DB00889,2.61E-09,0.998637843,0,0,,0,0,,0,0
2.09E-07,1.49E-06,0.9986376,DB00889,DB00820,2.85E-10,0.998637391,0,0,,0,0,,0,0
9.26E-08,3.83E-07,0.99863595,DB00819,DB00408,1.26E-10,0.998635858,0,0,,0,0,,0,0
1.39E-06,1.01E-06,0.99863344,DB00819,DB00241,1.90E-09,0.998632052,0,0,,0,0,,0,0
2.22E-05,1.60E-07,0.99865377,DB01069,DB00935,2.99E-08,0.9986316,0,0,,0,0,,0,0
5.07E-09,9.26E-08,0.9986254,DB01608,DB00915,6.97E-12,0.998625395,0,0,,0,0,,0,0
1.20E-06,9.48E-06,0.9986248,DB01267,DB00550,1.65E-09,0.998623602,0,0,,0,0,,0,0
2.83E-06,1.22E-06,0.9986185,DB01018,DB00935,3.91E-09,0.998615674,0,0,,0,0,,0,0
7.29E-06,2.26E-08,0.99862134,DB01367,DB00915,1.01E-08,0.99861406,0,0,,0,0,,0,0
4.66E-07,1.18E-07,0.9986124,DB01195,DB00921,6.47E-10,0.998611935,0,0,,0,0,,0,0
6.68E-07,1.70E-06,0.99860966,DB01236,DB00305,9.29E-10,0.998608993,0,0,,0,0,,0,0
8.16E-07,5.03E-06,0.9986064,DB01608,DB00261,1.14E-09,0.998605585,0,0,,0,0,,0,0
2.38E-08,3.96E-06,0.9986027,DB01019,DB00687,3.33E-11,0.998602676,0,0,,0,0,,0,0
1.37E-07,1.37E-08,0.9986028,DB00621,DB00512,1.91E-10,0.998602663,0,0,,0,0,,0,0
6.97E-08,9.38E-09,0.9986015,DB00512,DB00394,9.75E-11,0.99860143,0,0,,0,0,,0,0
7.30E-05,2.01E-06,0.9986694,DB01244,DB00819,9.71E-08,0.998596497,0,0,,0,0,,0,0
1.40E-06,3.63E-06,0.99859613,DB01192,DB00862,1.97E-09,0.998594732,0,0,,0,0,,0,0
9.51E-07,6.19E-08,0.9985933,DB01069,DB00862,1.34E-09,0.99859235,0,0,,0,0,,0,0
4.10E-06,5.13E-07,0.9985921,DB01100,DB00591,5.77E-09,0.998588006,0,0,,0,0,,0,0
0.000442177,1.68E-08,0.99902904,DB01032,DB00413,4.29E-07,0.998587292,0,0,,0,0,,0,0
8.56E-05,1.74E-07,0.9986696,DB01184,DB00178,1.14E-07,0.998584114,0,0,,0,0,,0,0
1.96E-06,6.28E-09,0.9985857,DB02703,DB00214,2.77E-09,0.998583743,0,0,,0,0,,0,0
1.32E-05,7.89E-07,0.99859494,DB00934,DB00542,1.85E-08,0.998581759,0,0,,0,0,,0,0
4.32E-06,5.72E-07,0.9985831,DB00915,DB00599,6.12E-09,0.998578786,0,0,,0,0,,0,0
6.91E-08,4.48E-09,0.9985783,DB02703,DB00259,9.82E-11,0.998578231,0,0,,0,0,,0,0
2.27E-06,3.10E-05,0.9985794,DB01608,DB00708,3.22E-09,0.998577133,0,0,,0,0,,0,0
1.44E-05,4.30E-07,0.9985898,DB01240,DB00601,2.03E-08,0.99857542,0,0,,0,0,,0,0
3.82E-06,5.41E-07,0.99857175,DB01081,DB00862,5.46E-09,0.998567935,0,0,,0,0,,0,0
7.03E-06,1.34E-05,0.9985744,DB01054,DB00470,1.00E-08,0.99856738,0,0,,0,0,,0,0
0.000152514,3.23E-06,0.99871814,DB00528,DB00363,1.96E-07,0.998565822,0,0,,0,0,,0,0
8.08E-06,6.53E-08,0.9985734,DB00543,DB00524,1.15E-08,0.998565332,0,0,,0,0,,0,0
5.17E-07,1.03E-05,0.99855953,DB01184,DB00709,7.45E-10,0.998559014,0,0,,0,0,,0,0
2.12E-07,1.83E-07,0.99855834,DB00961,DB00492,3.06E-10,0.998558128,0,0,,0,0,,0,0
4.25E-05,2.85E-06,0.99859995,DB00862,DB00555,5.95E-08,0.99855751,0,0,,0,0,,0,0
2.97E-08,1.12E-09,0.99855655,DB01364,DB00780,4.29E-11,0.99855652,0,0,,0,0,,0,0
1.94E-05,7.89E-06,0.9985752,DB00687,DB00539,2.76E-08,0.998555828,0,0,,0,0,,0,0
1.40E-06,2.32E-08,0.99855417,DB02703,DB00351,2.02E-09,0.998552772,0,0,,0,0,,0,0
2.37E-05,5.92E-07,0.99857426,DB00820,DB00555,3.38E-08,0.998550594,0,0,,0,0,,0,0
3.53E-05,8.62E-06,0.9985815,DB01236,DB00808,5.01E-08,0.99854625,0,0,,0,0,,0,0
1.87E-05,4.10E-10,0.99856466,DB02703,DB00388,2.68E-08,0.998545987,0,0,,0,0,,0,0
5.28E-06,1.08E-05,0.99854857,DB01054,DB00261,7.66E-09,0.998543298,0,0,,0,0,,0,0
0.000180715,2.25E-07,0.99872345,DB01184,DB00434,2.31E-07,0.998542966,0,0,,0,0,,0,0
1.28E-06,1.27E-05,0.9985421,DB01236,DB00804,1.87E-09,0.998540822,0,0,,0,0,,0,0
1.89E-08,2.65E-09,0.9985281,DB00966,DB00413,2.78E-11,0.998528081,0,0,,0,0,,0,0
6.36E-07,5.45E-07,0.99852765,DB01189,DB00819,9.36E-10,0.998527015,0,0,,0,0,,0,0
1.34E-05,2.64E-06,0.99853873,DB01100,DB00202,1.96E-08,0.99852535,0,0,,0,0,,0,0
0.000971362,2.71E-05,0.9994936,DB01100,DB00968,4.92E-07,0.99852273,0,0,,0,0,,0,0
7.61E-06,5.66E-08,0.9985267,DB01032,DB01019,1.12E-08,0.998519101,0,0,,0,0,,0,0
2.60E-09,6.50E-09,0.99850994,DB00547,DB00389,3.87E-12,0.998509937,0,0,,0,0,,0,0
3.01E-05,3.59E-05,0.99853873,DB06262,DB00889,4.40E-08,0.998508674,0,0,,0,0,,0,0
8.51E-06,7.36E-06,0.99851686,DB00909,DB00492,1.26E-08,0.998508363,0,0,,0,0,,0,0
1.59E-07,1.93E-08,0.9985077,DB01069,DB00550,2.37E-10,0.998507541,0,0,,0,0,,0,0
7.63E-05,2.59E-07,0.9985821,DB06288,DB00524,1.08E-07,0.998505908,0,0,,0,0,,0,0
