pMines1,p0,p1,i,j,deg,enh
0.00015479326,0.00013330579,0.9988471,DB00710,DB00371,1.7846114945400191e-07,0.9986924852011494
0.00011283159,0.000103503466,0.9991073,DB00727,DB00371,1.0072476039299645e-07,0.9989945691347605
0.007887065,1.9043684e-05,0.9987455,DB00732,DB00371,9.894323042500374e-06,0.9908683293230425
0.0020518005,0.0004312992,0.99867624,DB00820,DB00371,2.7160914298800146e-06,0.9966271555914299
5.8293343e-05,7.325411e-05,0.99800086,DB00883,DB00371,1.165365537250206e-07,0.9979426831935537
0.0008303225,2.9861927e-05,0.9935696,DB00935,DB00371,5.339305803999956e-06,0.9927446168058041
2.041459e-05,6.106496e-05,0.9977927,DB00966,DB00371,4.5061124507000467e-08,0.9977723304711245
0.0011272132,9.268522e-06,0.99987394,DB01013,DB00371,1.4209649599204388e-07,0.998746868896496
0.00010442734,0.0011253357,0.99659175,DB01020,DB00371,3.559144815550002e-07,0.9964876785744815
0.00038966537,0.0001001358,0.99795556,DB01054,DB00371,7.966474690428142e-07,0.997566691277469
0.00023704767,0.0002732575,0.9941815,DB01182,DB00371,1.3792618678949878e-06,0.993945831591868
0.0002452731,8.562207e-05,0.9982457,DB01244,DB00371,4.3028259932999664e-07,0.9980008571825993
0.0022549033,3.567338e-05,0.99739325,DB01288,DB00371,5.87796917727498e-06,0.9951442246691773
0.0029076934,4.7773123e-05,0.996645,DB01708,DB00371,9.75531135699999e-06,0.9937470619113571
5.3226948e-05,0.00019204617,0.9954786,DB05266,DB00371,2.4066032268720047e-07,0.9954256137123226
0.0014847815,6.496906e-05,0.9934963,DB00402,DB00373,9.656573441550003e-06,0.9920211750734416
0.0012289882,0.00015541911,0.9974916,DB00408,DB00373,3.082794000879958e-06,0.9962656945940009
0.0014181435,1.4007092e-06,0.998012,DB00450,DB00373,2.819269277999985e-06,0.996596675769278
0.003163755,5.2034855e-05,0.99894035,DB00539,DB00373,3.352472985749897e-06,0.9957799474729858
0.0020914972,3.644824e-05,0.9987985,DB00543,DB00373,2.51293388579993e-06,0.9967095157338858
0.0006570816,1.6957521e-05,0.9993191,DB00556,DB00373,4.474068614399897e-07,0.9986624658068615
0.005820513,6.0230494e-05,0.99954027,DB00710,DB00373,2.6758644414899507e-06,0.9937224328644415
0.0016494691,0.00020772219,0.99467146,DB00831,DB00373,8.78926207811408e-06,0.9930307801620781
0.001321137,0.00010058284,0.99226445,DB00889,DB00373,1.0219721320350047e-05,0.9909535327213203
0.00039675832,1.2636185e-05,0.9946817,DB00985,DB00373,2.1100797732559993e-06,0.9942870517597733
0.005682528,9.563565e-05,0.9984315,DB01071,DB00373,8.913045167999845e-06,0.992757885045168
0.007322401,4.9471855e-06,0.99873495,DB01608,DB00373,9.263203385049925e-06,0.991421812203385
0.0018373728,3.504753e-05,0.99955195,DB05266,DB00373,8.232348830400609e-07,0.997715400434883
2.8312206e-06,0.0011293292,0.99490803,DB00399,DB00374,1.4416490358581845e-08,0.9949052131958904
3.784895e-06,0.0033097863,0.99854565,DB00512,DB00374,5.504562043250184e-09,0.998541870609562
8.815527e-05,0.016268373,0.9948964,DB00697,DB00374,4.499092359719988e-07,0.994808694639236
9.655952e-06,0.00034478307,0.99844354,DB00710,DB00374,1.5029103049919825e-08,0.9984338990771031
2.5212765e-05,2.2053719e-05,0.9994751,DB01013,DB00374,1.323418034850127e-08,0.9994499004691803
7.6144934e-05,0.001354903,0.99728394,DB01081,DB00374,2.0681420944004154e-07,0.9972080018802094
0.00045627356,0.00024366379,0.99606276,DB01589,DB00374,1.7964585113743786e-06,0.9956082828985114
0.001226306,0.00011652708,0.99753845,DB00399,DB00376,3.0186135343000423e-06,0.9963151626135343
0.00047042966,2.4437904e-06,0.9941678,DB00401,DB00376,2.7436398630519783e-06,0.9937001139798631
0.00071397424,6.827712e-05,0.9962773,DB00408,DB00376,2.657911903247977e-06,0.9955659836719033
0.00422287,1.8268824e-05,0.9960186,DB00434,DB00376,1.68129346180001e-05,0.991812542934618
0.0032486022,0.0017651618,0.99359375,DB00437,DB00376,2.0811357843749825e-05,0.9903659591578438
0.0003925562,2.0861626e-07,0.9953641,DB00450,DB00376,1.8198512875800102e-06,0.9949733636512875
0.0017845035,0.0007259548,0.99839747,DB00512,DB00376,2.8597203938549837e-06,0.9966158262203938
0.00095546246,3.4689903e-05,0.9977581,DB00528,DB00376,2.142051289074018e-06,0.9968047795912891
0.0015517771,1.1384487e-05,0.99687576,DB00543,DB00376,4.848124086904001e-06,0.9953288310240869
0.004876375,4.887581e-06,0.9983269,DB00555,DB00376,8.158663012499917e-06,0.9934586836630125
0.00016799569,6.109476e-06,0.99956036,DB00556,DB00376,7.385762515159385e-08,0.9993924381676251
0.0015386641,1.5109777e-05,0.9969142,DB00654,DB00376,4.748009679780042e-06,0.9953802839096797
0.00432691,5.635619e-05,0.9995336,DB00697,DB00376,2.0180708239999045e-06,0.9952087080708241
0.0010047853,0.00018438697,0.99697715,DB00710,DB00376,3.037315244105021e-06,0.995975402015244
0.000493139,4.759431e-05,0.9987923,DB00727,DB00376,5.955639703000167e-07,0.9982997565639702
0.00014179945,5.3852797e-05,0.9968558,DB00966,DB00376,4.458458306900059e-07,0.9967144463958306
7.686019e-05,3.0696392e-06,0.9964066,DB00985,DB00376,2.7618940674599764e-07,0.9963300159994068
0.0013962686,0.00010564923,0.9964411,DB01020,DB00376,4.969180320540044e-06,0.9950498005803206
0.0062286854,1.6212463e-05,0.9984777,DB01054,DB00376,9.481927784419852e-06,0.9922584965277844
0.0013175309,4.5835972e-05,0.9950923,DB01071,DB00376,6.4660463979299465e-06,0.993781235146398
0.00015732646,5.066395e-07,0.9966196,DB01100,DB00376,5.318263653839922e-07,0.9964628053663654
0.0030975044,4.8547983e-05,0.99580836,DB01182,DB00376,1.2983623343216161e-05,0.9927238392233432
0.0035060644,8.46386e-06,0.995234,DB01236,DB00376,1.670990293040017e-05,0.9917446455029303
0.00084370375,6.2584877e-07,0.9977528,DB01239,DB00376,1.8959710670000041e-06,0.996910992221067
0.0010633469,8.791685e-06,0.997877,DB01244,DB00376,2.2574854686999853e-06,0.9968159105854687
0.0006902218,6.556511e-07,0.99841785,DB01623,DB00376,1.0920344208699647e-06,0.9977287202344209
0.00044685602,3.1381845e-05,0.9977315,DB05266,DB00376,1.0136928813700029e-06,0.9972856576728814
0.00405398,3.2782555e-07,0.9980102,DB06288,DB00376,8.06660940400017e-06,0.993964286609404
0.0045125782,0.0017638803,0.9979391,DB00381,DB00377,9.299972412380144e-06,0.9934358217724124
0.0010449886,0.0082874,0.9929621,DB00387,DB00377,7.354525267940043e-06,0.9919244659252678
0.00034287572,0.0006774366,0.9997457,DB00399,DB00377,8.719329559601393e-08,0.9994029114732955
7.998943e-05,5.7280064e-05,0.99912304,DB00401,DB00377,7.014753053280301e-08,0.9990431207175305
0.000115305185,0.0018309355,0.9992987,DB00408,DB00377,8.086352624050183e-08,0.9991834756785262
7.69496e-05,0.00057172775,0.99902666,DB00413,DB00377,7.489812366400344e-08,0.9989497852981236
0.0013196766,0.006170064,0.9992181,DB00421,DB00377,1.0318551335400028e-06,0.9978994552551336
0.0004016459,0.00085657835,0.9984759,DB00434,DB00377,6.121485161900114e-07,0.9980748662485162
0.0002566576,0.011685938,0.99953496,DB00437,DB00377,1.193560503040071e-07,0.9992784217560502
5.018711e-05,1.04010105e-05,0.99866426,DB00450,DB00377,6.703693031140149e-08,0.9986141399269303
0.0027080178,0.0015313327,0.9998187,DB00492,DB00377,4.909636271401377e-07,0.9971111731636271
0.00023970008,0.0021403432,0.99991053,DB00512,DB00377,2.1445966157608606e-08,0.9996708513659661
0.0017746389,0.0010623932,0.99955714,DB00523,DB00377,7.859165832540796e-07,0.9977832870165833
8.5651875e-05,0.0007467866,0.99894154,DB00528,DB00377,9.065908361249856e-08,0.9988559787840836
0.0033755004,0.0011157095,0.9988045,DB00539,DB00377,4.035410728200054e-06,0.9954330350107282
0.0012440681,0.00077566504,0.9987117,DB00547,DB00377,1.6027329332300248e-06,0.9974692346329332
0.0021604896,0.00011071563,0.9994508,DB00555,DB00377,1.1865408883200593e-06,0.9972914969408883
2.1874905e-05,0.00010818243,0.9999405,DB00556,DB00377,1.3015568474997838e-09,0.9999186263965568
0.0014716387,0.00677076,0.9975738,DB00590,DB00377,3.570489813940066e-06,0.9961057317898139
0.0011813045,0.0011419356,0.9991635,DB00591,DB00377,9.881612142500209e-07,0.9979831836612143
0.004336089,0.00026017427,0.9992232,DB00599,DB00377,3.3682739352000946e-06,0.9948904792739351
0.0026508868,0.0013024509,0.9983119,DB00621,DB00377,4.474962007079921e-06,0.9956654881620071
0.00023066998,0.00090277195,0.99660635,DB00630,DB00377,7.82813177627006e-07,0.9963764628331776
0.0007275045,0.02025935,0.9979875,DB00631,DB00377,1.46410280624998e-06,0.9972614596028062
0.0007274151,0.005548179,0.9942993,DB00633,DB00377,4.146775260570002e-06,0.9935760316752607
0.0012444258,0.019745052,0.994659,DB00647,DB00377,6.64647819780005e-06,0.9934212206781978
0.00010976195,0.00068208575,0.99967575,DB00654,DB00377,3.5590312287502844e-08,0.9995660236403122
0.00059089065,0.0009864569,0.99993193,DB00697,DB00377,4.022192654548561e-08,0.9993410795719266
0.0010954142,0.0012905896,0.99863744,DB00708,DB00377,1.4925675723520138e-06,0.9975435183675723
0.004034102,0.0046299696,0.99798185,DB00709,DB00377,8.14142295130021e-06,0.9939558894229512
0.00051528215,0.0020672977,0.99907607,DB00710,DB00377,4.7608463684950887e-07,0.9985612639346368
8.428097e-05,0.00034877658,0.9997388,DB00727,DB00377,2.201418936399675e-08,0.9996545410441894
0.0011141598,4.976988e-06,0.99981225,DB00742,DB00377,2.0918350245004686e-07,0.9986982993835024
0.00059631467,0.0016136765,0.9994768,DB00802,DB00377,3.119918353439677e-07,0.9988807973218354
0.0011855066,0.0015343428,0.9997309,DB00820,DB00377,3.190198260600262e-07,0.998545712419826
7.909536e-05,0.0012533963,0.9959388,DB00831,DB00377,3.2122207603199897e-07,0.9958600258620761
0.00032418966,0.0095997155,0.99120307,DB00869,DB00377,2.8518737457438115e-06,0.9908817322137456
0.0033142865,0.00162521,0.9983252,DB00882,DB00377,5.550767030199921e-06,0.9950164642670303
0.000107347965,0.015607119,0.99597836,DB00921,DB00377,4.3171486996260517e-07,0.9958714437498699
0.0008880496,0.00013548136,0.99969053,DB00935,DB00377,2.748247097120301e-07,0.9988027552247097
0.004101157,0.0018109083,0.9992728,DB00958,DB00377,2.98236137040016e-06,0.9951746253613704
4.2825937e-05,0.00035589933,0.9995339,DB00966,DB00377,1.9961169235701063e-08,0.9994910940241692
9.775162e-06,0.00022682548,0.99889123,DB00985,DB00377,1.0838406370739816e-08,0.9988814656764065
0.00066289306,8.791685e-05,0.99997383,DB01013,DB00377,1.7347911380231517e-08,0.9993109542879113
8.839369e-05,0.0014551878,0.997153,DB01018,DB00377,2.5165683543000387e-07,0.9970648579668354
0.00012853742,0.0029649436,0.9988563,DB01020,DB00377,1.470082472539961e-07,0.9987279095882473
0.00081533194,0.0010136366,0.9997976,DB01054,DB00377,1.650231846560383e-07,0.9989824330831846
0.00013303757,0.001011312,0.9989035,DB01071,DB00377,1.4587569550499263e-07,0.9987706083056955
0.0007355511,0.0012648404,0.99986434,DB01081,DB00377,9.978486222598669e-08,0.9991288886848623
4.4494867e-05,1.090765e-05,0.99907064,DB01100,DB00377,4.1351749595119566e-08,0.9990261864847496
0.0002656877,0.0013474226,0.9995502,DB01182,DB00377,1.195063274599853e-07,0.9992846318063275
0.0014911592,0.00051140785,0.9993693,DB01184,DB00377,9.404741074399763e-07,0.9978790812741075
0.0007919371,0.0037646294,0.9977218,DB01192,DB00377,1.8041911012200063e-06,0.9969316670911011
0.004581332,0.0028716922,0.9974083,DB01202,DB00377,1.1873438144399883e-05,0.9928388414381444
0.00062161684,0.010470957,0.9990851,DB01235,DB00377,5.687172469160322e-07,0.998464051877247
0.0011577308,0.00020641088,0.999651,DB01236,DB00377,4.0404804920005064e-07,0.9984936732480492
0.00015556812,1.7732382e-05,0.9995102,DB01239,DB00377,7.619726517599762e-08,0.9993547080772652
0.00018042326,0.0001706183,0.9995569,DB01244,DB00377,7.994554650600533e-08,0.9993765566855465
0.0047520995,0.00010177493,0.9994066,DB01288,DB00377,2.8198958432998392e-06,0.9946573203958433
0.0012439489,0.007529795,0.9992398,DB01427,DB00377,9.456499537799859e-07,0.9979967967499538
0.0012610853,0.0025587678,0.99950665,DB01452,DB00377,6.221564327549344e-07,0.9982461868564327
0.00055873394,0.00031545758,0.99989396,DB01551,DB00377,5.924814699761645e-08,0.999335285308147
0.0023227632,8.252263e-05,0.99985933,DB01589,DB00377,3.267430993438929e-07,0.9975368935430994
0.00025004148,0.0001026988,0.99940157,DB01623,DB00377,1.4963232287640964e-07,0.9991516781523229
0.0027594268,0.0008819699,0.99902713,DB01708,DB00377,2.68456355091604e-06,0.9962703877635509
0.0011453629,1.4305115e-05,0.9998735,DB04844,DB00377,1.4488840685003362e-07,0.9987282819884068
4.544854e-05,0.00066921115,0.99964297,DB05266,DB00377,1.6226492236199108e-08,0.9995975376864923
0.0003735721,2.6732683e-05,0.9996314,DB06288,DB00377,1.3769867606001952e-07,0.999257965598676
0.00042307377,1.2874603e-05,0.9944239,DB00395,DB00381,2.3591016488969885e-06,0.994003185331649
0.0009749532,2.041459e-05,0.9997893,DB00399,DB00381,2.054226392400079e-07,0.9988145522226393
0.0005288422,6.1392784e-06,0.99888366,DB00402,DB00381,5.903677015480259e-07,0.9983554081677014
0.00047639012,6.4074993e-06,0.99986553,DB00408,DB00381,6.406017943639887e-08,0.9993892039401794
0.0024999976,5.811453e-06,0.9992856,DB00413,DB00381,1.7859982854400099e-06,0.9967873883982855
0.00024244189,6.854534e-07,0.9981014,DB00423,DB00381,4.6030017235399333e-07,0.9978594184101723
0.0028010309,1.1384487e-05,0.9958141,DB00425,DB00381,1.17248352443099e-05,0.9930247939352445
0.0008714199,1.8209219e-05,0.9981468,DB00427,DB00381,1.6149153586799993e-06,0.9972769950153587
0.0018623471,1.1056662e-05,0.9991213,DB00433,DB00381,1.6364443967700186e-06,0.9972605893443968
0.009466469,4.7385693e-06,0.9996139,DB00434,DB00381,3.655003680899478e-06,0.990151086003681
0.0010810196,0.00035998225,0.9997973,DB00437,DB00381,2.1912267292000012e-07,0.9987164995226729
0.0003065765,1.1920929e-07,0.9997326,DB00450,DB00381,8.19785561000088e-08,0.999426105478556
0.0073382556,3.9488077e-05,0.99863315,DB00470,DB00381,1.0030294666860225e-05,0.9913049246946668
0.007313162,5.662441e-07,0.9986087,DB00490,DB00381,1.0174802290599884e-05,0.9913057128022906
0.00082060695,0.00013771653,0.99996966,DB00512,DB00381,2.489721486301442e-08,0.9991490779472149
0.0068057775,0.004186839,0.99822867,DB00513,DB00381,1.2055277859074727e-05,0.9914349477778591
0.0055206716,7.370114e-05,0.998695,DB00531,DB00381,7.204476438000003e-06,0.993181532876438
0.0025221705,7.3611736e-06,0.99952686,DB00543,DB00381,1.1933397503699572e-06,0.9970058828397503
3.7819147e-05,1.1026859e-06,0.99996334,DB00556,DB00381,1.3864499290208198e-09,0.99992552223945
0.00065642595,1.3113022e-06,0.99816823,DB00557,DB00381,1.2024213624315066e-06,0.9975130064713624
0.0035620332,3.1292439e-06,0.99981135,DB00591,DB00381,6.719775631800443e-07,0.9962499887775631
0.009376377,3.2782555e-07,0.9998659,DB00601,DB00381,1.2573721557002425e-06,0.9904907803721557
0.0031503737,6.2048435e-05,0.998747,DB00621,DB00381,3.947418246099838e-06,0.9956005737182461
0.0011548996,3.4928322e-05,0.9977259,DB00623,DB00381,2.6263571803599374e-06,0.9965736267571804
0.0012124777,7.6293945e-06,0.9992683,DB00630,DB00381,8.871699330900022e-07,0.9980567094699331
0.00414294,5.8352947e-05,0.9995663,DB00631,DB00381,1.7967930779999227e-06,0.995425156793078
0.0045010746,2.6226044e-06,0.99994993,DB00708,DB00381,2.2536880522205923e-07,0.9954490807688051
0.0005429685,5.751848e-06,0.9999664,DB00710,DB00381,1.8243741599982075e-08,0.9994234497437416
0.0037522912,0.0005275011,0.99703866,DB00720,DB00381,1.111181002220813e-05,0.9932974806100222
0.001122266,1.1622906e-06,0.99944925,DB00737,DB00381,6.180879995000497e-07,0.9983276020879994
6.7174435e-05,5.90086e-06,0.9991929,DB00753,DB00381,5.421648648849661e-08,0.9991257797814865
0.001170516,3.0696392e-06,0.9949567,DB00757,DB00381,5.903263342799968e-06,0.9937920872633429
0.0064106286,5.930662e-06,0.99983615,DB00802,DB00381,1.0503814961097784e-06,0.9934265717814962
0.0011854172,2.3841858e-07,0.99703515,DB00818,DB00381,3.5145841854200228e-06,0.9958532473841855
0.0005463064,2.8908253e-06,0.99970955,DB00831,DB00381,1.5867469388002904e-07,0.9991634022746938
0.0001720488,1.2218952e-05,0.99378574,DB00842,DB00381,1.0691559758880047e-06,0.9936147603559758
0.006619692,0.0026233196,0.9979176,DB00850,DB00381,1.3784846620800264e-05,0.9913116928466208
0.0033232868,0.0006070435,0.99480176,DB00884,DB00381,1.7275242375232067e-05,0.9914957484423752
0.0011748374,2.5600195e-05,0.99891716,DB00906,DB00381,1.2721609302160343e-06,0.9977435947609302
0.002336979,4.6014786e-05,0.9974194,DB00909,DB00381,6.030808007400103e-06,0.9950884518080074
0.0012618005,3.6269426e-05,0.9977776,DB00921,DB00381,2.8042254311999466e-06,0.9965186037254312
0.003060013,2.2947788e-06,0.9997581,DB00935,DB00381,7.402171447000523e-07,0.9966988272171446
9.089708e-05,1.0341406e-05,0.99417293,DB00980,DB00381,5.296636479556041e-07,0.9940825625836479
9.703636e-05,4.172325e-07,0.9997577,DB00985,DB00381,2.3511910028002774e-08,0.9996606871519099
0.00023984909,1.4305115e-06,0.99872965,DB01002,DB00381,3.046922914814942e-07,0.9984901056022916
0.0048125684,2.3841858e-07,0.9999941,DB01013,DB00381,2.8394153560015037e-08,0.9951815599941536
0.002556622,5.069375e-05,0.9986377,DB01068,DB00381,3.4828861506000984e-06,0.9960845608861506
0.0012068152,6.28829e-06,0.99976414,DB01071,DB00381,2.846394330719718e-07,0.9985576094394331
0.0035096407,7.212162e-06,0.99907184,DB01080,DB00381,3.2575081121118443e-06,0.9955654568081121
0.0015074611,0.00045222044,0.99505854,DB01085,DB00381,7.449058727205929e-06,0.9935585279587272
0.0014207363,1.2814999e-06,0.9986781,DB01114,DB00381,1.8780713149699815e-06,0.9972592417713151
0.0022726357,1.758337e-06,0.99936575,DB01175,DB00381,1.4414191927248805e-06,0.9970945557191927
0.00027388334,1.4007092e-06,0.99924046,DB01176,DB00381,2.080253520636008e-07,0.998966784685352
0.005229354,6.9737434e-06,0.9999097,DB01182,DB00381,4.7221066619993524e-07,0.9946808182106662
0.008784622,5.811453e-06,0.99992764,DB01192,DB00381,6.356552479199433e-07,0.9911436536552479
0.0012545586,5.066395e-06,0.9971461,DB01196,DB00381,3.580384788539956e-06,0.9958951217847886
0.00026759505,0.000113487244,0.993536,DB01198,DB00381,1.7297344032000066e-06,0.9932701346844032
0.000623703,2.1994114e-05,0.9941603,DB01219,DB00381,3.642238409100002e-06,0.9935402392384091
0.0029993951,4.079938e-05,0.99885833,DB01233,DB00381,3.4243194038169503e-06,0.9958623592194038
0.0037046075,1.5497208e-06,0.99989086,DB01236,DB00381,4.043208625498224e-07,0.9961866568208626
0.00031882524,1.7881393e-07,0.9998226,DB01239,DB00381,5.655959757599815e-08,0.9995038313195975
0.004069656,4.23193e-06,0.9995903,DB01410,DB00381,1.667338063199826e-06,0.9955223113380632
0.003597796,5.9992075e-05,0.99902683,DB01427,DB00381,3.5012671333198836e-06,0.9954325352671334
0.003140092,3.0189753e-05,0.99936426,DB01436,DB00381,1.9962820880799867e-06,0.9962261642820881
0.00030577183,5.6922436e-06,0.9980947,DB01440,DB00381,5.825870676989996e-07,0.9977895107570677
0.0011986196,5.662441e-07,0.9958659,DB01558,DB00381,4.955213288360035e-06,0.9946722356132883
0.0011321306,6.467104e-06,0.9925637,DB01588,DB00381,8.418862780779945e-06,0.9914399882627809
0.0024755895,2.3245811e-06,0.9969237,DB01595,DB00381,7.615655978850079e-06,0.9944557261559788
0.0030198097,2.2351742e-06,0.9989091,DB01623,DB00381,3.2943104017300173e-06,0.9958925846104016
0.0042518675,8.59499e-05,0.9996145,DB04339,DB00381,1.6390949212501642e-06,0.9953642715949212
2.7149916e-05,1.2636185e-05,0.9998474,DB04540,DB00381,4.143077181598567e-09,0.9998202542270773
0.00016623735,4.8577785e-06,0.9999528,DB05266,DB00381,7.846402920004156e-09,0.999786570496403
0.0008095503,5.066395e-07,0.9991127,DB05271,DB00381,7.183139811900286e-07,0.9983038680139812
0.0014950037,5.9604645e-08,0.9999453,DB06288,DB00381,8.177670238994485e-08,0.9984503780767024
0.006197065,4.440546e-06,0.9998053,DB06701,DB00381,1.206568555499951e-06,0.9936094415685556
0.0046785474,1.5377998e-05,0.9979115,DB06710,DB00381,9.771146244900228e-06,0.9932427237462449
0.0032337308,0.014261305,0.9939676,DB00437,DB00384,1.9507157677920157e-05,0.9907533763576779
0.0013417602,0.0014620125,0.99632335,DB00512,DB00384,4.93318263932993e-06,0.9949865229826393
0.0017070174,0.000459522,0.9957199,DB00523,DB00384,7.306205173740015e-06,0.9940201888051737
0.0003656447,0.000151366,0.99631023,DB00528,DB00384,1.3491448447190134e-06,0.9959459344448447
0.00021785498,5.698204e-05,0.99913144,DB00556,DB00384,1.8922012142880398e-07,0.9989137742401214
0.0007263124,0.0002772808,0.9986095,DB00710,DB00384,1.009937392199972e-06,0.9978841975373922
0.002642244,0.0003245175,0.99610025,DB00820,DB00384,1.0304091038999947e-05,0.993468310091039
0.0050282776,9.506941e-06,0.99991506,DB01013,DB00384,4.271018993441675e-07,0.9948872095018992
0.003289342,2.9802322e-07,0.9996697,DB01589,DB00384,1.0864696626000184e-06,0.9963814444696626
0.0014538467,2.771616e-06,0.99779576,DB04844,DB00384,3.204627050007954e-06,0.99634511792705
7.072091e-05,5.429983e-05,0.9976288,DB00399,DB00387,1.6769342179200125e-07,0.9975582467834218
3.5315752e-05,9.23872e-07,0.99410224,DB00401,DB00387,2.0828382951551908e-07,0.9940671325318295
0.0018798709,8.672476e-06,0.9957936,DB00434,DB00387,7.907488953760102e-06,0.9939216365889537
0.00011923909,0.002540499,0.9964994,DB00437,DB00387,4.174083584539958e-07,0.9963805783183585
2.6017427e-05,1.1920929e-07,0.9978241,DB00450,DB00387,5.661131940930022e-08,0.9977981391843194
0.0015734434,1.9013882e-05,0.9987698,DB00492,DB00387,1.9356500706799357e-06,0.9971982922500707
7.197261e-05,0.0004339218,0.9990214,DB00512,DB00387,7.043239614600372e-08,0.9989494978223961
0.0014275908,2.2858381e-05,0.99901015,DB00523,DB00387,1.413100753379941e-06,0.9975839723007535
0.00015604496,1.1891127e-05,0.99763703,DB00528,DB00387,3.6872955913119443e-07,0.9974813537695592
0.0013689399,7.599592e-06,0.9966947,DB00555,DB00387,4.524757051469939e-06,0.9953302848570516
7.0631504e-06,5.632639e-06,0.9996754,DB00556,DB00387,2.2926986198400582e-09,0.9996683391422986
0.00013774633,9.685755e-06,0.9951383,DB00591,DB00387,6.696813325609956e-07,0.9950012233513327
0.00084009767,1.1324883e-06,0.997546,DB00601,DB00387,2.061599682179963e-06,0.9967079639296822
0.000108867884,1.385808e-05,0.99829876,DB00630,DB00387,1.8521039897616525e-07,0.998190077326399
0.00020778179,5.8710575e-06,0.99829197,DB00654,DB00387,3.5489753077369405e-07,0.9980845431075308
0.0004956126,3.2931566e-05,0.99927735,DB00697,DB00387,3.581544453900232e-07,0.9987820955544454
0.00075110793,2.5868416e-05,0.998929,DB00709,DB00387,8.044365930300331e-07,0.998178696506593
0.00017359853,3.46303e-05,0.999244,DB00710,DB00387,1.3124048867999636e-07,0.9990705327104887
0.00012457371,0.00083327293,0.9930853,DB00727,DB00387,8.613898325370065e-07,0.9929615876798326
0.0013584495,2.9802322e-08,0.9989892,DB00742,DB00387,1.3731207545999707e-06,0.9976321236207547
0.0019786358,4.953146e-05,0.998873,DB00820,DB00387,2.2299225465999787e-06,0.9968965941225466
0.00028419495,3.1769276e-05,0.9960408,DB00862,DB00387,1.1251846460400145e-06,0.995757730234646
0.00082302094,3.3080578e-06,0.9927772,DB00882,DB00387,5.944515645431978e-06,0.9919601235756454
0.0003119111,0.00053194165,0.99281627,DB00884,DB00387,2.240685126403017e-06,0.9925065995851264
0.0016361773,3.221631e-05,0.9984927,DB00958,DB00387,2.4662100442899824e-06,0.9968589889100443
3.1292439e-06,6.80089e-05,0.99878716,DB00966,DB00387,3.795272171675978e-09,0.9987840345513722
8.910894e-06,2.7418137e-06,0.9949815,DB00985,DB00387,4.471932153900033e-08,0.9949726338253215
0.00020074844,6.2584877e-07,0.9998374,DB01013,DB00387,3.264169634400256e-08,0.9996366842016964
0.0003094375,2.7954578e-05,0.9949685,DB01018,DB00387,1.5569347812499896e-06,0.9946606194347812
0.00017896295,5.5730343e-05,0.9950631,DB01020,DB00387,8.83522187855004e-07,0.9948850205721879
0.0025927126,3.6776066e-05,0.9967756,DB01054,DB00387,8.359942507440042e-06,0.9941912473425074
0.00014442205,2.336502e-05,0.9954735,DB01071,DB00387,6.537264093249984e-07,0.9953297316764094
2.1278858e-05,2.0861626e-07,0.99817383,DB01100,DB00387,3.885881211385915e-08,0.9981525900008122
0.00030118227,2.592802e-06,0.9931494,DB01175,DB00387,2.063279258862012e-06,0.9928502810092589
0.0010219514,2.1785498e-05,0.9981587,DB01182,DB00387,1.8817191128200467e-06,0.9971386303191128
0.0006838143,7.1525574e-06,0.9978498,DB01202,DB00387,1.470337507859994e-06,0.9971674560375079
0.0006172359,3.8146973e-06,0.99606454,DB01236,DB00387,2.429107195014001e-06,0.9954497332071951
7.021427e-05,3.874302e-07,0.99579895,DB01239,DB00387,2.9497365898350275e-07,0.9957290307036589
0.0001373291,2.861023e-06,0.99856126,DB01244,DB00387,1.9758086933399918e-07,0.9984241284808694
0.00090399384,1.1920929e-07,0.99985766,DB01589,DB00387,1.2867448318561677e-07,0.9989537948344832
0.00044441223,3.2782555e-07,0.9987594,DB04844,DB00387,5.51337812538016e-07,0.9983155391078125
1.3917685e-05,2.1725893e-05,0.9986008,DB05266,DB00387,1.9473624852000622e-08,0.9985869017886247
0.00031879544,2.0861626e-07,0.9980451,DB06288,DB00387,6.232132056559942e-07,0.9977269277732057
0.006810516,1.6182661e-05,0.9996597,DB00556,DB00389,2.3176185947997282e-06,0.9928515016185948
0.0060515106,6.753206e-05,0.99889755,DB04540,DB00389,6.671487860969861e-06,0.992852710887861
0.0065537095,6.467104e-06,0.9975027,DB00556,DB00391,1.6366578734350233e-05,0.9909653570787343
0.007020086,2.2262335e-05,0.9995737,DB00399,DB00393,2.992662661799934e-06,0.9925566066626618
0.0050622225,6.631017e-05,0.99949527,DB00408,DB00393,2.555055562424763e-06,0.9944356025555625
0.0033419728,5.066395e-07,0.9989012,DB00423,DB00393,3.672159712639851e-06,0.9955628993597126
0.0029741824,8.940697e-08,0.99973404,DB00450,DB00393,7.910135511040283e-07,0.9967606486135511
0.0033298433,4.9233437e-05,0.999949,DB00512,DB00393,1.698220083000774e-07,0.9966193265220084
0.008243084,1.0728836e-06,0.9994916,DB00543,DB00393,4.190783905599706e-06,0.9912527067839056
0.0015698075,8.493662e-06,0.99972504,DB00556,DB00393,4.3163427020007266e-07,0.9981556641342701
0.004160732,2.6524067e-06,0.9973953,DB00628,DB00393,1.0837458640400065e-05,0.9932454054586404
0.0069673657,4.6789646e-06,0.9979263,DB00630,DB00393,1.4448226252089695e-05,0.9909733825262521
